CNB B-MISC
- B-MISC
120 B-MISC
index O
rises O
1 O
. O
2 O
pts O
to O
869 O
. O
3 O
. O

Captain O
Firmin I-PER
Gatera I-PER
, O
spokesman O
for O
the O
Tutsi I-MISC
- I-MISC
dominated I-MISC
Rwandan B-MISC
army O
, O
told O
Reuters I-ORG
in O
Kigali I-LOC
that O
17 O
of O
the O
28 O
refugees O
handed O
over O
on O
Friday O
from O
the O
Zairean I-MISC
town O
of O
Goma I-LOC
had O
been O
soldiers O
in O
the O
former O
Hutu I-MISC
army O
which O
fled O
to O
Zaire I-LOC
in O
1994 O
after O
being O
defeated O
by O
Tutsi I-MISC
forces O
in O
Rwanda I-LOC
' O
s O
civil O
war O
. O

Havre I-LOC
MT B-LOC
4 O
. O
54 O
dn O
. O
10 O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O

Tension O
has O
mounted O
since O
Israeli I-MISC
Prime O
Minister O
Benjamin I-PER
Netanyahu I-PER
took O
office O
in O
June O
vowing O
to O
retain O
the O
Golan I-LOC
Heights I-LOC
Israel B-LOC
captured O
from O
Syria I-LOC
in O
the O
1967 O
Middle I-LOC
East I-LOC
war O
. O

He O
said O
they O
had O
made O
various O
requests O
to O
police O
negotiators O
but O
stepped O
back O
from O
earlier O
suggestions O
that O
the O
hijackers O
had O
asked O
to O
speak O
to O
a O
British I-MISC
- I-MISC
based I-MISC
Iraqi B-MISC
police O
named O
as O
Mr O
Sadiki I-PER
. O

British I-MISC
Jewish B-MISC
groups O
have O
also O
protested O
because O
they O
say O
members O
of O
Algeria I-LOC
' O
s O
Islamic I-ORG
Salvation I-ORG
Front I-ORG
( O
FIS I-ORG
) O
and O
the O
Palestinian I-MISC
Islamic B-MISC
group O
Hamas I-ORG
are O
on O
the O
guest O
list O
. O

Andrea I-PER
Ferrigato I-PER
of O
Italy I-LOC
sprinted O
to O
his O
second O
cycling O
World I-MISC
Cup I-MISC
win O
in O
successive O
weekends O
with O
victory O
in O
the O
Swiss I-MISC
Grand B-MISC
Prix I-MISC
on O
Sunday O
. O

Weaver I-PER
shot O
to O
prominence O
in O
1994 O
when O
he O
won O
the O
English I-MISC
2 B-MISC
, B-MISC
000 B-MISC
Guineas I-MISC
on O
Mister I-LOC
Baileys I-LOC
in O
his O
first O
ride O
in O
a O
classic O
. O

Michael I-PER
Schumacher I-PER
' O
s O
victory O
in O
the O
Belgian I-MISC
Formula B-MISC
One I-MISC
Grand I-MISC
Prix I-MISC
at O
Spa I-LOC
- I-LOC
Francorchamps I-LOC
sparked O
a O
speeding O
epidemic O
on O
Belgian I-MISC
roads O
after O
the O
race O
was O
over O
. O

The O
television O
, O
which O
did O
not O
say O
when O
the O
security O
forces O
killed O
the O
rebels O
, O
said O
the O
four O
arrested O
men O
confessed O
details O
of O
the O
assassination O
of O
the O
French I-MISC
Roman B-MISC
Catholic I-MISC
Bishop O
Pierre I-PER
Claverie I-PER
. O

The O
Airbus I-MISC
310 I-MISC
Flight B-MISC
150 I-MISC
, O
which O
was O
hijacked O
on O
Monday O
evening O
on O
its O
way O
from O
Khartoum I-LOC
to O
the O
Jordanian I-MISC
capital O
Amman I-LOC
, O
landed O
at O
4 O
. O
30 O
a O
. O
m O
. O
( O
0330 O
GMT I-MISC
) O
after O
a O
flight O
of O
more O
than O
four O
hours O
. O

Separatist O
guerrillas O
planted O
two O
bombs O
overnight O
at O
government O
offices O
on O
the O
French I-MISC
Mediterranean B-MISC
island O
of O
Corsica I-LOC
despite O
fresh O
warnings O
of O
a O
crackdown O
by O
Paris I-LOC
, O
police O
said O
on O
Thursday O
. O

Billings I-LOC
MT B-LOC
4 O
. O
62 O
up O
. O
01 O
4 O
. O
50 O
dn O
. O
01 O
- O
- O
- O
- O
- O
- O

The O
Russians I-MISC
, O
working O
for O
the O
Aerostan I-ORG
firm O
in O
the O
Russian I-MISC
republic O
of O
Tatarstan I-LOC
, O
were O
taken O
hostage O
after O
a O
Taleban I-MISC
MiG B-MISC
- B-MISC
19 B-MISC
fighter O
forced O
their O
cargo O
plane O
to O
land O
in O
August O
1995 O
. O

Zaire I-LOC
is O
home O
to O
1 O
. O
1 O
million O
Rwandan I-MISC
Hutu B-MISC
refugees O
who O
fled O
three O
months O
of O
civil O
war O
in O
1994 O
. O

Sosa I-PER
, O
a O
leading O
candidate O
for O
National I-MISC
League I-MISC
Most B-MISC
Valuable I-MISC
Player I-MISC
honours O
, O
was O
injured O
August O
20th O
when O
he O
was O
hit O
by O
a O
Mark I-PER
Hutton I-PER
pitch O
in O
the O
first O
inning O
of O
an O
8 O
- O
1 O
victory O
over O
the O
Florida I-ORG
Marlins I-ORG
. O

Soon O
after O
he O
spoke O
another O
burst O
of O
gunfire O
rocked O
the O
courtyard O
where O
the O
rebels O
had O
set O
up O
their O
base O
and O
a O
captured O
Russian I-MISC
T B-MISC
- B-MISC
72 B-MISC
tank O
roared O
out O
to O
investigate O
. O

day O
of O
four O
- O
day O
English I-MISC
County B-MISC
Championship I-MISC
cricket O
matches O
on O

Above O
- O
normal O
summer O
rainfall O
in O
the O
U I-LOC
. I-LOC
S I-LOC
. I-LOC
High B-LOC
Plains I-LOC
has O
produced O
near O
- O
ideal O
conditions O
for O
planting O
the O
1997 O
hard O
red O
winter O
wheat O
crop O
, O
analysts O
said O
Wednesday O
. O

Australian I-MISC
Davis B-MISC
Cup I-MISC
captain O
John I-PER
Newcombe I-PER
on O
Thursday O
signalled O
his O
possible O
resignation O
if O
his O
team O
loses O
an O
away O
tie O
against O
Croatia I-LOC
next O
month O
. O

